dataset_name,file_name,original_file_name,cwe_id,cwe_present,acceptable_cwe_ids,cwe_description
juliet-top-25-subset-34,J10126,CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_41_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10127,CWE129_Improper_Validation_of_Array_Index__connect_tcp_array_read_no_check_41_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10530,CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_02_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10531,CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_02_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10676,CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_09_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10677,CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_max_09_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10738,CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_min_21_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10739,CWE129_Improper_Validation_of_Array_Index__Environment_array_read_check_min_21_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10754,CWE129_Improper_Validation_of_Array_Index__Environment_array_read_no_check_04_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J10755,CWE129_Improper_Validation_of_Array_Index__Environment_array_read_no_check_04_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11014,CWE129_Improper_Validation_of_Array_Index__File_array_size_02_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11015,CWE129_Improper_Validation_of_Array_Index__File_array_size_02_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11176,CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_check_min_17_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11177,CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_check_min_17_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11338,CWE129_Improper_Validation_of_Array_Index__getParameter_Servlet_array_read_check_max_10_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11339,CWE129_Improper_Validation_of_Array_Index__getParameter_Servlet_array_read_check_max_10_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11558,CWE129_Improper_Validation_of_Array_Index__getQueryString_Servlet_array_read_check_max_10_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11559,CWE129_Improper_Validation_of_Array_Index__getQueryString_Servlet_array_read_check_max_10_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11608,CWE129_Improper_Validation_of_Array_Index__getQueryString_Servlet_array_read_check_min_13_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J11609,CWE129_Improper_Validation_of_Array_Index__getQueryString_Servlet_array_read_check_min_13_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12224,CWE129_Improper_Validation_of_Array_Index__negative_fixed_array_read_no_check_13_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12225,CWE129_Improper_Validation_of_Array_Index__negative_fixed_array_read_no_check_13_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12290,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_02_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12291,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_02_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12326,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_41_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12327,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_read_check_max_41_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12498,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_write_no_check_21_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12499,CWE129_Improper_Validation_of_Array_Index__PropertiesFile_array_write_no_check_21_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12752,CWE129_Improper_Validation_of_Array_Index__random_array_read_check_max_13_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12753,CWE129_Improper_Validation_of_Array_Index__random_array_read_check_max_13_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12930,CWE129_Improper_Validation_of_Array_Index__random_array_write_no_check_14_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J12931,CWE129_Improper_Validation_of_Array_Index__random_array_write_no_check_14_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J13100,CWE129_Improper_Validation_of_Array_Index__URLConnection_array_size_11_bad,CWE-129,True,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J13101,CWE129_Improper_Validation_of_Array_Index__URLConnection_array_size_11_good,CWE-129,False,CWE-129 CWE-1285,Improper Validation of Array Index
juliet-top-25-subset-34,J14350,CWE190_Integer_Overflow__int_getCookies_Servlet_square_41_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J14351,CWE190_Integer_Overflow__int_getCookies_Servlet_square_41_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J14374,CWE190_Integer_Overflow__int_getParameter_Servlet_add_10_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J14375,CWE190_Integer_Overflow__int_getParameter_Servlet_add_10_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J14728,CWE190_Integer_Overflow__int_listen_tcp_square_11_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J14729,CWE190_Integer_Overflow__int_listen_tcp_square_11_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J14944,CWE190_Integer_Overflow__int_PropertiesFile_multiply_09_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J14945,CWE190_Integer_Overflow__int_PropertiesFile_multiply_09_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15370,CWE190_Integer_Overflow__int_URLConnection_square_02_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15371,CWE190_Integer_Overflow__int_URLConnection_square_02_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15376,CWE190_Integer_Overflow__int_URLConnection_square_05_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15377,CWE190_Integer_Overflow__int_URLConnection_square_05_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15728,CWE190_Integer_Overflow__long_rand_multiply_05_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15729,CWE190_Integer_Overflow__long_rand_multiply_05_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15890,CWE190_Integer_Overflow__short_console_readLine_multiply_41_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15891,CWE190_Integer_Overflow__short_console_readLine_multiply_41_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15936,CWE190_Integer_Overflow__short_console_readLine_square_42_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J15937,CWE190_Integer_Overflow__short_console_readLine_square_42_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J16260,CWE190_Integer_Overflow__byte_max_postinc_07_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J16261,CWE190_Integer_Overflow__byte_max_postinc_07_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J16322,CWE190_Integer_Overflow__byte_rand_postinc_16_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J16323,CWE190_Integer_Overflow__byte_rand_postinc_16_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J16950,CWE190_Integer_Overflow__int_URLConnection_postinc_45_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J16951,CWE190_Integer_Overflow__int_URLConnection_postinc_45_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J17186,CWE190_Integer_Overflow__short_rand_postinc_08_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J17187,CWE190_Integer_Overflow__short_rand_postinc_08_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J17318,CWE190_Integer_Overflow__byte_rand_preinc_08_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J17319,CWE190_Integer_Overflow__byte_rand_preinc_08_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J17866,CWE190_Integer_Overflow__int_Property_preinc_21_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J17867,CWE190_Integer_Overflow__int_Property_preinc_21_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J18108,CWE190_Integer_Overflow__short_console_readLine_preinc_07_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J18109,CWE190_Integer_Overflow__short_console_readLine_preinc_07_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J18138,CWE190_Integer_Overflow__short_console_readLine_preinc_45_bad,CWE-190,True,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J18139,CWE190_Integer_Overflow__short_console_readLine_preinc_45_good,CWE-190,False,CWE-190 CWE-680,Integer Overflow
juliet-top-25-subset-34,J18234,CWE23_Relative_Path_Traversal__connect_tcp_04_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18235,CWE23_Relative_Path_Traversal__connect_tcp_04_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18264,CWE23_Relative_Path_Traversal__connect_tcp_31_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18265,CWE23_Relative_Path_Traversal__connect_tcp_31_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18272,CWE23_Relative_Path_Traversal__console_readLine_01_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18273,CWE23_Relative_Path_Traversal__console_readLine_01_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18368,CWE23_Relative_Path_Traversal__Environment_05_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18369,CWE23_Relative_Path_Traversal__Environment_05_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18452,CWE23_Relative_Path_Traversal__getCookies_Servlet_03_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18453,CWE23_Relative_Path_Traversal__getCookies_Servlet_03_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18458,CWE23_Relative_Path_Traversal__getCookies_Servlet_06_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18459,CWE23_Relative_Path_Traversal__getCookies_Servlet_06_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18532,CWE23_Relative_Path_Traversal__getParameter_Servlet_42_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18533,CWE23_Relative_Path_Traversal__getParameter_Servlet_42_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18584,CWE23_Relative_Path_Traversal__listen_tcp_03_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18585,CWE23_Relative_Path_Traversal__listen_tcp_03_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18588,CWE23_Relative_Path_Traversal__listen_tcp_05_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18589,CWE23_Relative_Path_Traversal__listen_tcp_05_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18596,CWE23_Relative_Path_Traversal__listen_tcp_09_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18597,CWE23_Relative_Path_Traversal__listen_tcp_09_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18604,CWE23_Relative_Path_Traversal__listen_tcp_13_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18605,CWE23_Relative_Path_Traversal__listen_tcp_13_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18630,CWE23_Relative_Path_Traversal__PropertiesFile_04_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18631,CWE23_Relative_Path_Traversal__PropertiesFile_04_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18670,CWE23_Relative_Path_Traversal__Property_02_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18671,CWE23_Relative_Path_Traversal__Property_02_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18686,CWE23_Relative_Path_Traversal__Property_10_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18687,CWE23_Relative_Path_Traversal__Property_10_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18702,CWE23_Relative_Path_Traversal__Property_21_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18703,CWE23_Relative_Path_Traversal__Property_21_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18736,CWE23_Relative_Path_Traversal__URLConnection_13_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18737,CWE23_Relative_Path_Traversal__URLConnection_13_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18748,CWE23_Relative_Path_Traversal__URLConnection_31_bad,CWE-23,True,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18749,CWE23_Relative_Path_Traversal__URLConnection_31_good,CWE-23,False,CWE-22 CWE-23 CWE-24 CWE-25 CWE-26 CWE-27 CWE-28 CWE-29 CWE-30 CWE-31 CWE-32 CWE-33 CWE-34,Relative Path Traversal
juliet-top-25-subset-34,J18756,CWE256_Plaintext_Storage_of_Password__basic_01_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18757,CWE256_Plaintext_Storage_of_Password__basic_01_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18758,CWE256_Plaintext_Storage_of_Password__basic_02_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18759,CWE256_Plaintext_Storage_of_Password__basic_02_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18760,CWE256_Plaintext_Storage_of_Password__basic_03_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18761,CWE256_Plaintext_Storage_of_Password__basic_03_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18764,CWE256_Plaintext_Storage_of_Password__basic_05_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18765,CWE256_Plaintext_Storage_of_Password__basic_05_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18766,CWE256_Plaintext_Storage_of_Password__basic_06_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18767,CWE256_Plaintext_Storage_of_Password__basic_06_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18770,CWE256_Plaintext_Storage_of_Password__basic_08_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18771,CWE256_Plaintext_Storage_of_Password__basic_08_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18772,CWE256_Plaintext_Storage_of_Password__basic_09_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18773,CWE256_Plaintext_Storage_of_Password__basic_09_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18774,CWE256_Plaintext_Storage_of_Password__basic_10_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18775,CWE256_Plaintext_Storage_of_Password__basic_10_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18780,CWE256_Plaintext_Storage_of_Password__basic_13_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18781,CWE256_Plaintext_Storage_of_Password__basic_13_good,CWE-256,False,CWE-256 CWE-522,Plaintext Storage of Password
juliet-top-25-subset-34,J18782,CWE256_Plaintext_Storage_of_Password__basic_14_bad,CWE-256,True,CWE-256 CWE-522,Plaintext Storage of Password
